	compound	original_molecule	standardized_molecule	standardized_molecule_InchiKey	properties_log
86	CHEMBL557902	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CN[C@H](C(=O)O)C2)[C@@H](O)[C@H]1O	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CN[C@H](C(=O)O)C2)[C@@H](O)[C@H]1O	MEKRNVYIIASAEQ-YECHIGJVSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
87	CHEMBL4167876	COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(CN(C)C)o3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(CN(C)C)o3)nc2cc1OCCCN1CCCC1	AGMBZYXMUUZYQG-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
88	CHEMBL4162957	COc1cc2c(NC3CCN(C)CC3)cc(-c3cc[nH]c(=O)c3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCN(C)CC3)cc(-c3cc[nH]c(=O)c3)nc2cc1OCCCN1CCCC1	ZLBLKGAAVYRTLZ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
89	CHEMBL1231795	COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1	QOECJCJVIMVJGX-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
91	CHEMBL4217087	COc1cc2c(N(C)C3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1	COc1cc2c(N(C)C3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1	JHXDJXMQZRAMSL-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
92	CHEMBL4166410	COc1cc2c(NC3CCN(C)CC3)cc(C3CCC(C)O3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCN(C)CC3)cc(C3CCC(C)O3)nc2cc1OCCCN1CCCC1	BZJGYMRAKCPWJV-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
93	CHEMBL4164497	COc1cc2c(NC3CCN(C)CC3)cc(-c3cccnc3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCN(C)CC3)cc(-c3cccnc3)nc2cc1OCCCN1CCCC1	XOIJFJVDGFIARD-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
95	CHEMBL552309	Nc1ncnc2c1ccn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O	Nc1ncnc2c1ccn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O	VIRPSVXGKGPXDV-NDXSAKOMSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
96	CHEMBL318782	O=C1C(Cl)=C(Cl)C(=O)c2ccccc21	O=C1C(Cl)=C(Cl)C(=O)c2ccccc21	SVPKNMBRVBMTLB-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
97	CHEMBL4164446	COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C#N)o3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C#N)o3)nc2cc1OCCCN1CCCC1	SLANLQDQDGKRRA-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
98	CHEMBL4216799	COc1cc2c(NC3CCCC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCCC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1	HPYMXQNKDXRLNZ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
99	CHEMBL4206071	COc1cc2c(OC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1	COc1cc2c(OC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1	YCBBMSBUNFXKDJ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
104	CHEMBL4214834	Cc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC(F)(F)F)c(OCCCN4CCCC4)cc3n2)o1	Cc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC(F)(F)F)c(OCCCN4CCCC4)cc3n2)o1	OXVCJMDEBARHAO-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
105	CHEMBL3126652	Cc1cc(Nc2ccc(NC(=O)c3ccc(Nc4cc(C)nc(N)n4)cc3)cc2)nc(N)n1	Cc1cc(Nc2ccc(NC(=O)c3ccc(Nc4cc(C)nc(N)n4)cc3)cc2)nc(N)n1	HQIGTSYWJONWMK-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
106	CHEMBL4170228	COc1cc2c(NC3CCN(C)CC3)nc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCN(C)CC3)nc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1	RXSBTQSILAFLLE-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
107	CHEMBL4171275	COc1cc(NC2CCN(C)CC2)c2cc(OC)c(OCCCN3CCCC3)cc2n1	COc1cc(NC2CCN(C)CC2)c2cc(OC)c(OCCCN3CCCC3)cc2n1	FJBOTWLVNUWQIU-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
108	CHEMBL559283	O=C(O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(NCCc5ccc(-c6ccccc6)cc5)nc(Cl)nc43)[C@H](O)[C@@H]2O)CN1	O=C(O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(NCCc5ccc(-c6ccccc6)cc5)nc(Cl)nc43)[C@H](O)[C@@H]2O)CN1	JUNARBZTVSAGMF-ODXIBGGOSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
109	CHEMBL538692	Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	QELQPHOLOJTLJX-NRJACJQQSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
110	CHEMBL564768	Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	HGUVDAILKKOLIO-NRJACJQQSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
111	CHEMBL4454542	COc1cc2c(cc1OCCCN1CCCC1)N=C(C1CCCCC1)CN=C2NC1CCN(C(C)C)CC1	COc1cc2c(cc1OCCCN1CCCC1)N=C(C1CCCCC1)CN=C2NC1CCN(C(C)C)CC1	CEYUGMZUIYBLTQ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
113	CHEMBL555257	O=C(O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(NCCc5ccc(-c6ccccc6)cc5)ncnc43)[C@H](O)[C@@H]2O)CN1	O=C(O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(NCCc5ccc(-c6ccccc6)cc5)ncnc43)[C@H](O)[C@@H]2O)CN1	IEFYFVPAOMYINX-OGFANMSHSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
116	CHEMBL551578	COC(=O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)CN1	COC(=O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)CN1	NFQHKFQQWMVPOZ-TVDBPQCTSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
117	CHEMBL3414630	CCN(CC)CCNC(=O)c1ccc(NCCCCCCCCCCCCN2C(=O)c3ccccc3C2=O)cc1	CCN(CC)CCNC(=O)c1ccc(NCCCCCCCCCCCCN2C(=O)c3ccccc3C2=O)cc1	PWZDNWLBUVGUCZ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
118	CHEMBL3126645	Cc1cc(Nc2ccc(NC(=O)c3cccc(Nc4ccnc5ccccc45)c3)cc2)nc(N)n1	Cc1cc(Nc2ccc(NC(=O)c3cccc(Nc4ccnc5ccccc45)c3)cc2)nc(N)n1	LYBFHWMXJBZNBI-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
119	CHEMBL4167925	COc1cc2c(NC3CCN(C)CC3)cc(C3CCOCC3)nc2cc1OCCCN1CCCC1	COc1cc2c(NC3CCN(C)CC3)cc(C3CCOCC3)nc2cc1OCCCN1CCCC1	GHVAAKNVBHGPAS-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
120	CHEMBL551167	COC(=O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)CN1C	COC(=O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)CN1C	DWZBDSLQUMLXKH-WHUDRKENSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
121	CHEMBL564052	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CCNC2)[C@@H](O)[C@H]1O	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CCNC2)[C@@H](O)[C@H]1O	OFJQITMYJIEZGC-BAYCTPFLSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
122	CHEMBL560768	O[C@@H]1[C@@H](CS[C@H]2CCNC2)O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)nc(Cl)nc32)[C@@H]1O	O[C@@H]1[C@@H](CS[C@H]2CCNC2)O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)nc(Cl)nc32)[C@@H]1O	AEYTZFNTFJDEFK-UXSDZZPMSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
123	CHEMBL555352	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O	WZMUJUUYKWVGEE-FOYDDCNASA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
126	CHEMBL560045	Cc1nc(N)c2ncn([C@@H]3O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]3O)c2n1	Cc1nc(N)c2ncn([C@@H]3O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]3O)c2n1	OOFUPOXPGCUZGZ-HVMNINKTSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
128	CHEMBL552763	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)nc(Cl)nc32)[C@H](O)[C@@H]1O)C(=O)O	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)nc(Cl)nc32)[C@H](O)[C@@H]1O)C(=O)O	AJASNJHKLZFEOV-RLOJTGAKSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
129	CHEMBL560105	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O	QAVAAPUGVSFKKD-SYDIUPFYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
130	CHEMBL552246	Nc1ncnc2c1nnn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	Nc1ncnc2c1nnn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	ZTAQMRJGWYNIJC-NRJACJQQSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
131	CHEMBL550440	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCN[C@H](C(=O)O)C2)[C@@H](O)[C@H]1O	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCN[C@H](C(=O)O)C2)[C@@H](O)[C@H]1O	PPAKVYRRHNXOLG-TVDBPQCTSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
135	CHEMBL3414633	O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccc(O)c3ccccc23)ccc1Cl	O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccc(O)c3ccccc23)ccc1Cl	JDYDEJYIVZNWQU-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
136	CHEMBL3126648	Cc1cc(Nc2ccc(NC(=O)c3ccccc3Nc3ccnc4ccccc34)cc2)nc(N)n1	Cc1cc(Nc2ccc(NC(=O)c3ccccc3Nc3ccnc4ccccc34)cc2)nc(N)n1	OYFMVXAOZRABGN-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
138	CHEMBL4554522	COc1ccc(CN2CCC(Nc3nc(Nc4ccc(NC(=O)CCCCCCC(=O)NO)cc4)nc4cc(OC)c(OC)cc34)CC2)cc1	COc1ccc(CN2CCC(Nc3nc(Nc4ccc(NC(=O)CCCCCCC(=O)NO)cc4)nc4cc(OC)c(OC)cc34)CC2)cc1	YCEGYFYGGNMXMU-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
139	CHEMBL551174	O[C@@H]1[C@@H](CS[C@H]2CCNC2)O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)ncnc32)[C@@H]1O	O[C@@H]1[C@@H](CS[C@H]2CCNC2)O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)ncnc32)[C@@H]1O	GUQWGWJSVHHGHZ-AKIIDSJZSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
140	CHEMBL560505	COc1cc(CNc2ncnc3c2ncn3[C@@H]2O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]2O)cc(OC)c1	COc1cc(CNc2ncnc3c2ncn3[C@@H]2O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]2O)cc(OC)c1	DXYJRMVVNIFQRU-SYDIUPFYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
141	CHEMBL563938	NCCSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	NCCSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	APAPOJUCRZTCHD-WOUKDFQISA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
142	CHEMBL3414632	CC(=O)NCCc1ccc(O)c(-c2cc3c(c(O)c2O)C(=O)c2cc(O)c(C(=O)O)c(C(=O)O)c2C3=O)c1	CC(=O)NCCc1ccc(O)c(-c2cc3c(c(O)c2O)C(=O)c2cc(O)c(C(=O)O)c(C(=O)O)c2C3=O)c1	OLEDPXIGUWUDBM-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
143	CHEMBL563782	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSC[C@@H]2CCCN2)[C@@H](O)[C@H]1O	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSC[C@@H]2CCCN2)[C@@H](O)[C@H]1O	KRSALZDJVWCEKY-OPYVMVOTSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
144	CHEMBL3414631	O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)C=CC1=O	O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)C=CC1=O	YQOQDGQKBCOTLV-LBPRGKRZSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
145	CHEMBL3109084	O=C(O)[C@H](Cc1c[nH]c2ccccc12)NSc1ncccc1[N+](=O)[O-]	O=C(O)[C@H](Cc1c[nH]c2ccccc12)NSc1ncccc1[N+](=O)[O-]	TZIVHWJTBKXCIJ-ZDUSSCGKSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
146	CHEMBL558882	Nc1nc(I)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	Nc1nc(I)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	PSNQPEPVLPDXLJ-NRJACJQQSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
147	CHEMBL560306	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCc4ccncc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCc4ccncc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O	VQOWPWAOTNFGDX-XTMLTMLVSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
148	CHEMBL2063048	O=C1N=C(NCc2ccco2)NCN1	O=C1N=C(NCc2ccco2)NCN1	BTIKIXQZBCJTQP-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
149	CHEMBL4640870	O=C(CSc1ncnc2sccc12)N1CCN(Cc2cc(=O)n3ccsc3n2)CC1	O=C(CSc1ncnc2sccc12)N1CCN(Cc2cc(=O)n3ccsc3n2)CC1	HBTGBSDLKRXUMQ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
150	CHEMBL563024	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O	VONHOFVDOPIQRY-BWZSZYTASA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
151	CHEMBL3126653	Nc1ccc(NC(=O)c2ccc(Nc3ccnc4ccccc34)cc2)cc1	Nc1ccc(NC(=O)c2ccc(Nc3ccnc4ccccc34)cc2)cc1	UCIZEGZPSMUBGV-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
152	CHEMBL4649221	Cc1ccc2c(n1)N(CC(=O)Nc1ccc3c(c1)OCO3)CC(c1nc(-c3cccc(F)c3)no1)C2=O	Cc1ccc2c(n1)N(CC(=O)Nc1ccc3c(c1)OCO3)CC(c1nc(-c3cccc(F)c3)no1)C2=O	LKZMZMBQKWDWEX-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
153	CHEMBL44	O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12	O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12	TZBJGXHYKVUXJN-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
154	CHEMBL562689	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSC[C@H]2CCCN2)[C@@H](O)[C@H]1O	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSC[C@H]2CCCN2)[C@@H](O)[C@H]1O	KRSALZDJVWCEKY-NENBDWHOSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
157	CHEMBL3126644	Cc1cc(Nc2ccccc2NC(=O)c2ccc(Nc3ccnc4ccccc34)cc2)nc(N)n1	Cc1cc(Nc2ccccc2NC(=O)c2ccc(Nc3ccnc4ccccc34)cc2)nc(N)n1	RDZBOUQJVWVNEA-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
158	CHEMBL538627	Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCNC2)[C@@H](O)[C@H]1O	Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCNC2)[C@@H](O)[C@H]1O	CCGNITMZESBAEB-WFMPWKQPSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
159	CHEMBL3126649	Cc1cc(Nc2cccc(NC(=O)c3ccccc3Nc3ccnc4ccccc34)c2)nc(N)n1	Cc1cc(Nc2cccc(NC(=O)c3ccccc3Nc3ccnc4ccccc34)c2)nc(N)n1	JRXORZBMNPAEJP-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
160	CHEMBL3109085	O=C(O)[C@H](Cc1c[nH]c2ccccc12)NSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	O=C(O)[C@H](Cc1c[nH]c2ccccc12)NSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	ILPPWXZPWCQGEE-AWEZNQCLSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
161	CHEMBL539449	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSC2CNC2)[C@@H](O)[C@H]1O	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSC2CNC2)[C@@H](O)[C@H]1O	BULDRNZDSMLACQ-QYVSTXNMSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
162	CHEMBL551100	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCNC2)[C@@H](O)[C@H]1O	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCNC2)[C@@H](O)[C@H]1O	OFJQITMYJIEZGC-TWBCTODHSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
163	CHEMBL561047	Nc1nccc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	Nc1nccc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	KXHTUDZDRGHVIU-YFJUGSNPSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
164	CHEMBL563946	Nc1ccnc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	Nc1ccnc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	RSRCFARQVZZYKV-QZBYRPAYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
165	CHEMBL115145	O=C(O)c1cc(Cc2ccc(O)c(C(=O)O)c2)ccc1O	O=C(O)c1cc(Cc2ccc(O)c(C(=O)O)c2)ccc1O	JWQFKVGACKJIAV-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
166	CHEMBL383475	O=C(O)C(Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O	O=C(O)C(Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O	HPTXLHAHLXOAKV-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
167	CHEMBL3109076	O=C(O)[C@H]1[C@@H](Cc2c[nH]c3ccccc23)CCN1C(=O)c1ccc2ccccc2c1	O=C(O)[C@H]1[C@@H](Cc2c[nH]c3ccccc23)CCN1C(=O)c1ccc2ccccc2c1	KJXIJMCTHOJNEM-WZONZLPQSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
169	CHEMBL556265	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O	LCMRXADLVDEDPG-UEXBNONGSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
171	CHEMBL3109078	O=C(O)[C@H]1[C@@H](Cc2c[nH]c3ccccc23)CCN1C(=O)c1ccccc1	O=C(O)[C@H]1[C@@H](Cc2c[nH]c3ccccc23)CCN1C(=O)c1ccccc1	SFTGLDWKERDMBL-DNVCBOLYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
172	CHEMBL560165	COc1nc(N)c2ncn([C@@H]3O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]3O)c2n1	COc1nc(N)c2ncn([C@@H]3O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]3O)c2n1	VVADSJZSHIZJBJ-ZRURSIFKSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
173	CHEMBL3109079	O=C(O)[C@@H]1[C@H](Cc2c[nH]c3ccccc23)CCN1Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	O=C(O)[C@@H]1[C@H](Cc2c[nH]c3ccccc23)CCN1Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	JORYDAJGXUCPKD-BUXKBTBVSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
175	CHEMBL559281	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CCC[C@@H]2N)[C@@H](O)[C@H]1O	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CCC[C@@H]2N)[C@@H](O)[C@H]1O	AZMZTOYPCSDNPY-IBCGMDAMSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
176	CHEMBL3109077	O=C(O)[C@@H]1[C@H](Cc2c[nH]c3ccccc23)CCN1C(=O)c1ccccc1	O=C(O)[C@@H]1[C@H](Cc2c[nH]c3ccccc23)CCN1C(=O)c1ccccc1	SFTGLDWKERDMBL-KXBFYZLASA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
177	CHEMBL382617	Cc1ccn2c(CCc3nnc4cc(C)ccn34)nnc2c1	Cc1ccn2c(CCc3nnc4cc(C)ccn34)nnc2c1	YZJYQGRMFVKPAP-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
178	CHEMBL1916517	CN(C)CC1CC(c2ccc([N+](=O)[O-])cc2)=NO1	CN(C)CC1CC(c2ccc([N+](=O)[O-])cc2)=NO1	FUKODXXKPDODID-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
179	CHEMBL1564869	O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O	O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O	HPTXLHAHLXOAKV-INIZCTEOSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
